id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakedate,movementdate,Time take to move out
60334,Litter relinquishment,Gloria,Domestic Short Hair,Orange,Cat,6 months.,Female,Foster,,,
60334,Litter relinquishment,Gloria,Domestic Short Hair,Orange,Cat,6 months.,Female,Adoption,,,
60335,Litter relinquishment,Elizabeth,Domestic Short Hair,Orange,Cat,6 months.,Female,Foster,,,
60335,Litter relinquishment,Elizabeth,Domestic Short Hair,Orange,Cat,6 months.,Female,Foster,,,
60335,Litter relinquishment,Elizabeth,Domestic Short Hair,Orange,Cat,6 months.,Female,Adoption,,,
60336,Litter relinquishment,Rose,Domestic Short Hair,Orange,Cat,6 months.,Female,Foster,,,
60336,Litter relinquishment,Rose,Domestic Short Hair,Orange,Cat,6 months.,Female,Foster,,,
60336,Litter relinquishment,Rose,Domestic Short Hair,Orange,Cat,6 months.,Female,Adoption,,,
60337,Moving,Willow Cat,Domestic Short Hair,Black,Cat,2 years 11 months.,Female,Adoption,,,
60338,Stray,Dax,Domestic Short Hair,Grey,Cat,26 weeks.,Male,Adoption,,,
60339,Stray,Jaylen,Domestic Short Hair,Black,Cat,19 weeks.,Female,Foster,,,
60339,Stray,Jaylen,Domestic Short Hair,Black,Cat,19 weeks.,Female,Foster,,,
60339,Stray,Jaylen,Domestic Short Hair,Black,Cat,19 weeks.,Female,Foster,,,
60339,Stray,Jaylen,Domestic Short Hair,Black,Cat,19 weeks.,Female,Adoption,,,
60340,Stray,Kaydon,Domestic Short Hair,Black,Cat,3 weeks.,Male,Foster,,,
60340,Stray,Kaydon,Domestic Short Hair,Black,Cat,3 weeks.,Male,Foster,,,
60341,Stray,Calvin,Domestic Short Hair,Black,Cat,5 weeks.,Male,Foster,,,
60341,Stray,Calvin,Domestic Short Hair,Black,Cat,5 weeks.,Male,Foster,,,
60341,Stray,Calvin,Domestic Short Hair,Black,Cat,5 weeks.,Male,Foster,,,
60342,Stray,Dave,Domestic Short Hair,Black and Brown,Cat,3 weeks.,Male,Foster,,,
60342,Stray,Dave,Domestic Short Hair,Black and Brown,Cat,3 weeks.,Male,Foster,,,
60343,Stray,Echo,Domestic Short Hair,Black and Brown,Cat,15 weeks.,Male,Foster,,,
60343,Stray,Echo,Domestic Short Hair,Black and Brown,Cat,15 weeks.,Male,Foster,,,
60343,Stray,Echo,Domestic Short Hair,Black and Brown,Cat,15 weeks.,Male,Foster,,,
60343,Stray,Echo,Domestic Short Hair,Black and Brown,Cat,15 weeks.,Male,Adoption,,,
60344,Stray,Baila,Domestic Short Hair,Black and Brown,Cat,1 year 4 months.,Female,Transfer,,,
60345,Stray,Scruff,Domestic Short Hair,Black and Brown,Cat,10 months.,Male,Adoption,,,
60346,Owner Deceased,Daisy Creek,Beagle,Tan and White,Dog,8 years 6 months.,Female,Foster,15/Feb/18,2/Mar/18,15.00
60346,Owner Deceased,Daisy Creek,Beagle,Tan and White,Dog,8 years 6 months.,Female,Foster,15/Feb/18,12/Mar/18,25.00
60346,Owner Deceased,Daisy Creek,Beagle,Tan and White,Dog,8 years 6 months.,Female,Foster,15/Feb/18,17/Feb/18,2.00
60346,Owner Deceased,Daisy Creek,Beagle,Tan and White,Dog,8 years 6 months.,Female,Adoption,15/Feb/18,2/Mar/18,15.00
60347,Stray,Miss Luba,Domestic Short Hair,Black and Brown,Cat,25 weeks.,Female,Foster,,,
60347,Stray,Miss Luba,Domestic Short Hair,Black and Brown,Cat,25 weeks.,Female,Adoption,,,
60349,Unsuitable Accommodation,Christina,Domestic Short Hair,Grey,Cat,1 year 10 months.,Female,Adoption,,,
60351,Stray,Harold,Saint Bernard/Hound,Tricolour,Dog,1 year 1 month.,Male,Adoption,15/Feb/18,16/Mar/18,29.00
60352,Stray,Ellie,Hound/Mix,Red,Dog,6 months.,Female,Adoption,15/Feb/18,25/Mar/18,38.00
60353,Police Assist,Lola,Walker Hound,Tricolour,Dog,5 years 11 months.,Female,Reclaimed,,,
60354,Abandoned,Stella,Domestic Medium Hair,Dilute tortoiseshell,Cat,1 year 1 month.,Female,Adoption,,,
60355,Stray,Kendall,Hound/Mix,Black,Dog,9 months.,Female,Adoption,15/Feb/18,11/Mar/18,24.00
60356,Stray,Margo,Hound/Mix,Black and Tan,Dog,9 months.,Female,Adoption,17/Feb/18,17/Feb/18,#NUM!
60357,Stray,Callie,Cocker Spaniel,White and Tan,Dog,1 year 6 months.,Female,Reclaimed,,,
60357,Stray,Callie,Cocker Spaniel,White and Tan,Dog,1 year 6 months.,Female,Adoption,17/Feb/18,23/Mar/18,34.00
60358,Police Assist,Whiskey,Hound/Mix,Black and Brown,Dog,6 years 8 months.,Male,Reclaimed,,,
60358,Police Assist,Whiskey,Hound/Mix,Black and Brown,Dog,6 years 8 months.,Male,Reclaimed,,,
60359,Stray,Lexi,Labrador Retriever,Yellow,Dog,2 years 0 months.,Female,Adoption,17/Feb/18,18/Feb/18,1.00
60361,Litter relinquishment,Frog,Domestic Short Hair,Orange and White,Cat,6 months.,Male,Foster,,,
60361,Litter relinquishment,Frog,Domestic Short Hair,Orange and White,Cat,6 months.,Male,Adoption,,,
60362,Litter relinquishment,Toad,Domestic Short Hair,Grey and White,Cat,1 year 0 months.,Unknown,Transfer,,,
60365,Stray,Jan,Domestic Medium Hair,White,Cat,1 year 1 month.,Female,Transfer,,,
60366,Abandoned,Athena,Domestic Long Hair,Black and White,Cat,21 weeks.,Female,Foster,,,
60366,Abandoned,Athena,Domestic Long Hair,Black and White,Cat,21 weeks.,Female,Adoption,,,
60368,Stray,Nadia,Domestic Short Hair,Blue,Cat,6 months.,Female,Foster,,,
60368,Stray,Nadia,Domestic Short Hair,Blue,Cat,6 months.,Female,Adoption,,,
60369,Stray,Barny,Domestic Short Hair,Grey and White,Cat,1 year 0 months.,Male,Transfer,,,
60370,Unsuitable Accommodation,Misty,Domestic Short Hair,Calico,Cat,13 years 4 months.,Female,Transfer,,,
60372,Stray,Baby Bird,Domestic Short Hair,Grey and black,Cat,26 weeks.,Male,Foster,,,
60372,Stray,Baby Bird,Domestic Short Hair,Grey and black,Cat,26 weeks.,Male,Adoption,,,
60373,Stray,Butter,Domestic Short Hair,Black and Brown,Cat,6 months.,Female,Foster,,,
60373,Stray,Butter,Domestic Short Hair,Black and Brown,Cat,6 months.,Female,Adoption,,,
60374,Stray,Bowser,Domestic Short Hair,Black and Brown,Cat,6 months.,Male,Foster,,,
60374,Stray,Bowser,Domestic Short Hair,Black and Brown,Cat,6 months.,Male,Adoption,,,
60374,Stray,Bowser,Domestic Short Hair,Black and Brown,Cat,6 months.,Male,Adoption,,,
60375,Stray,Willow Kirk,Domestic Short Hair,White and Orange,Cat,2 years 5 months.,Female,Adoption,,,
60376,Stray,Booker,Domestic Short Hair,Black and Brown,Cat,7 months.,Male,Adoption,,,
60378,Sick/Injured,Jazz,German Shepherd Dog/Hound,Tan,Dog,6 years 5 months.,Female,Foster,19/Feb/18,4/Mar/18,13.00
60378,Sick/Injured,Jazz,German Shepherd Dog/Hound,Tan,Dog,6 years 5 months.,Female,Adoption,19/Feb/18,9/Mar/18,18.00
60378,Sick/Injured,Jazz,German Shepherd Dog/Hound,Tan,Dog,6 years 5 months.,Female,Adoption,19/Feb/18,4/Mar/18,13.00
60379,Stray,Lightning,Border Collie/Labrador Retriever,Black and White,Dog,10 months.,Female,Adoption,19/Feb/18,7/Mar/18,16.00
60380,Stray,Jean,Domestic Short Hair,Black,Cat,7 months.,Female,Adoption,,,
60381,Stray,Darling,Domestic Medium Hair,Grey,Cat,7 months.,Female,Adoption,,,
60382,Stray,Graham,Labrador Retriever/Bully Breed Mix,Chocolate,Dog,1 year 4 months.,Male,Adoption,19/Feb/18,3/Apr/18,43.00
60384,Incompatible with owner lifestyle,Cherokee Rose,Bully Breed Mix,Brindle and White,Dog,6 years 2 months.,Female,Adoption,19/Feb/18,19/Feb/18,#NUM!
60388,Stray,Sia,Domestic Short Hair,Black and White,Cat,1 year 6 months.,Female,Adoption,,,
60389,Stray,Toolie,Domestic Short Hair,Torbie,Cat,1 year 6 months.,Female,Adoption,,,
60390,Stray,Rosa,Domestic Short Hair,White and Orange,Cat,2 years 4 months.,Female,Adoption,,,
60391,Stray,Fish,Domestic Short Hair,Black,Cat,24 weeks.,Female,Foster,,,
60391,Stray,Fish,Domestic Short Hair,Black,Cat,24 weeks.,Female,Foster,,,
60391,Stray,Fish,Domestic Short Hair,Black,Cat,24 weeks.,Female,Adoption,,,
60392,Stray,Styx,Domestic Short Hair,Black,Cat,11 months.,Female,Foster,,,
60392,Stray,Styx,Domestic Short Hair,Black,Cat,11 months.,Female,Foster,,,
60392,Stray,Styx,Domestic Short Hair,Black,Cat,11 months.,Female,Adoption,,,
60395,Abuse/ neglect,Braunie,Australian Shepherd/Mix,Brown and White,Dog,10 years 9 months.,Female,Adoption,20/Feb/18,20/Feb/18,#NUM!
60396,Stray,Katherine,Domestic Short Hair,Black and White,Cat,6 months.,Female,Foster,,,
60396,Stray,Katherine,Domestic Short Hair,Black and White,Cat,6 months.,Female,Foster,,,
60396,Stray,Katherine,Domestic Short Hair,Black and White,Cat,6 months.,Female,Adoption,,,
60397,Stray,Anne,Domestic Short Hair,Black,Cat,21 weeks.,Female,Foster,,,
60397,Stray,Anne,Domestic Short Hair,Black,Cat,21 weeks.,Female,Adoption,,,
60399,Stray,Luna,Labrador Retriever,Yellow,Dog,7 years 4 months.,Female,Reclaimed,,,
60401,Moving,Bailey,Maltese/Yorkshire Terrier,White,Dog,1 year 6 months.,Male,Adoption,20/Feb/18,20/Feb/18,#NUM!
60402,Unsuitable Accommodation,Bon Bons,Siamese,Seal Point,Cat,1 year 1 month.,Male,Adoption,,,
60403,Unsuitable Accommodation,Clyde,Domestic Short Hair,Black and White,Cat,1 year 2 months.,Male,Adoption,,,
60404,Unable to Afford,Diggy,Bully Breed Mix,White and Brown,Dog,1 year 8 months.,Female,Adoption,20/Feb/18,20/Feb/18,#NUM!
60405,Stray,Chloe,Collie,Brown and Black,Dog,10 years 0 months.,Female,Reclaimed,,,
60406,Stray,Diddle,Domestic Short Hair,Dilute tortoiseshell,Cat,3 years 4 months.,Female,Adoption,,,
60408,Incompatible with owner lifestyle,Sam,Domestic Short Hair,Orange,Cat,1 year 1 month.,Female,Foster,,,
60408,Incompatible with owner lifestyle,Sam,Domestic Short Hair,Orange,Cat,1 year 1 month.,Female,Adoption,,,
60409,Incompatible with owner lifestyle,Bryan,Domestic Short Hair,Orange,Cat,1 year 0 months.,Male,Foster,,,
60409,Incompatible with owner lifestyle,Bryan,Domestic Short Hair,Orange,Cat,1 year 0 months.,Male,Adoption,,,
60410,Incompatible with owner lifestyle,Dodge,Rat Terrier,"Brown, Black and White",Dog,7 years 10 months.,Male,Adoption,20/Feb/18,20/Feb/18,#NUM!
60411,Incompatible with owner lifestyle,Dirk,Rat Terrier,"Brown, Black and White",Dog,7 years 4 months.,Male,Adoption,20/Feb/18,20/Feb/18,#NUM!
60412,Stray,Trisha,Domestic Short Hair,Black and Brown,Cat,1 year 0 months.,Female,Foster,,,
60412,Stray,Trisha,Domestic Short Hair,Black and Brown,Cat,1 year 0 months.,Female,Adoption,,,
60414,Stray,Hank,Beagle,Tricolour,Dog,7 years 10 months.,Male,Foster,21/Feb/18,21/Feb/18,#NUM!
60414,Stray,Hank,Beagle,Tricolour,Dog,7 years 10 months.,Male,Adoption,21/Feb/18,4/Aug/18,164.00
60415,Stray,Kanan,Bully Breed Mix,Black and White,Dog,3 years 5 months.,Male,Reclaimed,,,
60416,Stray,Bender,Domestic Short Hair,Black and White,Cat,6 years 3 months.,Male,Foster,,,
60416,Stray,Bender,Domestic Short Hair,Black and White,Cat,6 years 3 months.,Male,Adoption,,,
60417,Stray,Salem,Domestic Short Hair,Black,Cat,8 months.,Female,Foster,,,
60417,Stray,Salem,Domestic Short Hair,Black,Cat,8 months.,Female,Adoption,,,
60418,Stray,Orpington,Domestic Short Hair,Black and Brown,Cat,6 months.,Female,Adoption,,,
60419,Stray,Zenny,Bully Breed Mix,Black and White,Dog,7 months.,Male,Adoption,21/Feb/18,21/Feb/18,#NUM!
60420,Stray,Pookey,Labrador Retriever,Black,Dog,5 years 0 months.,Female,Adoption,21/Feb/18,4/Aug/18,164.00
60421,Stray,Moondancer,Domestic Long Hair,Dilute tortoiseshell,Cat,11 months.,Female,Adoption,,,
60422,Unsuitable Accommodation,Pebbles,Domestic Short Hair,Black and Brown,Cat,1 year 9 months.,Male,Adoption,,,
60423,Landlord issues,Layla,Bernese Mountain Dog/Hound,Tricolour,Dog,1 year 2 months.,Female,Adoption,22/Feb/18,23/Feb/18,1.00
60423,Landlord issues,Layla,Bernese Mountain Dog/Hound,Tricolour,Dog,1 year 2 months.,Female,Adoption,22/Feb/18,13/Mar/18,19.00
60425,Abandoned,Klick Klack,German Shepherd Dog/Irish Wolfhound,Grey and black,Dog,2 years 3 months.,Male,Adoption,23/Feb/18,22/Mar/18,27.00
60426,Stray,Cheech,Bully Breed Mix/Mastiff,Red,Dog,4 years 3 months.,Male,Foster,23/Feb/18,27/Mar/18,32.00
60426,Stray,Cheech,Bully Breed Mix/Mastiff,Red,Dog,4 years 3 months.,Male,Adoption,23/Feb/18,1/Mar/18,6.00
60429,Stray,Junie B. Jones,Hound,Black and White,Dog,1 year 1 month.,Female,Adoption,23/Feb/18,3/Mar/18,8.00
60430,Abandoned,Wormie,Domestic Short Hair,Grey and White,Cat,10 months.,Male,Foster,,,
60430,Abandoned,Wormie,Domestic Short Hair,Grey and White,Cat,10 months.,Male,Adoption,,,
60431,Moving,Pimento,Guinea Pig,Tan and White,Guinea Pig,1 year 3 months.,Female,Adoption,,,
60432,Moving,Loaf,Guinea Pig,Calico,Guinea Pig,1 year 9 months.,Female,Adoption,,,
60433,Unsuitable Accommodation,Spot,Rat Terrier/Mix,White and Brown,Dog,1 year 9 months.,Female,Adoption,23/Feb/18,3/Mar/18,8.00
60434,Unsuitable Accommodation,Minnie,Rat Terrier/Mix,White and Black,Dog,2 years 4 months.,Female,Adoption,23/Feb/18,13/Mar/18,18.00
60436,Stray,Jessie,Domestic Short Hair,Grey and White,Cat,6 years 9 months.,Unknown,Transfer,,,
60437,Stray,Cato,Domestic Short Hair,Black and Brown,Cat,1 year 3 months.,Male,Adoption,,,
60438,Unsuitable Accommodation,Mya,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Adoption,,,
60439,Stray,Foghorn,Domestic Short Hair,Grey and black,Cat,6 months.,Male,Adoption,,,
60440,Stray,Dilly,Domestic Short Hair,Brown and Black,Cat,1 year 7 months.,Female,Adoption,,,
60441,Stray,Croix,Domestic Short Hair,White and Black,Cat,8 months.,Male,Adoption,,,
60443,Stray,Kilo,Domestic Short Hair,Black and White,Cat,8 months.,Female,Adoption,,,
60443,Stray,Kilo,Domestic Short Hair,Black and White,Cat,8 months.,Female,Reclaimed,,,
60444,Moving,Pikachou,Guinea Pig,Tan,Guinea Pig,1 year 3 months.,Male,Adoption,,,
60445,Moving,Hihi,Guinea Pig,Brown and White,Guinea Pig,1 year 3 months.,Male,Adoption,,,
60446,Moving,Panda,Lionhead/Other,White and Black,House Rabbit,1 year 4 months.,Male,Adoption,,,
60447,Stray,Max,Domestic Short Hair,Black and Brown,Cat,1 year 2 months.,Unknown,Transfer,,,
60448,Stray,Fannie,Domestic Short Hair,Dilute tortoiseshell,Cat,1 year 10 months.,Female,Transfer,,,
60449,Stray,TicToc,Dutch,Black,House Rabbit,1 year 9 months.,Male,Adoption,,,
60451,Stray,Fluffer,Domestic Short Hair,Black and grey,Cat,18 weeks.,Male,Foster,,,
60451,Stray,Fluffer,Domestic Short Hair,Black and grey,Cat,18 weeks.,Male,Adoption,,,
60452,Stray,Butter,Domestic Short Hair,Calico,Cat,18 weeks.,Female,Foster,,,
60452,Stray,Butter,Domestic Short Hair,Calico,Cat,18 weeks.,Female,Adoption,,,
60453,Stray,Rita Mae,Domestic Short Hair,White and Black,Cat,2 years 0 months.,Female,Adoption,,,
60454,Litter relinquishment,Just Judy,Domestic Short Hair,Orange,Cat,8 months.,Female,Adoption,,,
60455,Litter relinquishment,Tina with the fluffy tail,Domestic Short Hair,Orange,Cat,8 months.,Female,Adoption,,,
60456,Stray,Loretta,German Shepherd Dog/Heeler,Brindle,Dog,1 year 5 months.,Female,Adoption,23/Feb/18,23/Feb/18,#NUM!
60456,Stray,Loretta,German Shepherd Dog/Heeler,Brindle,Dog,1 year 5 months.,Female,Adoption,23/Feb/18,5/Mar/18,10.00
60457,Stray,Clint,German Shepherd Dog/Heeler,Black,Dog,1 year 3 months.,Male,Adoption,23/Feb/18,10/Mar/18,15.00
60457,Stray,Clint,German Shepherd Dog/Heeler,Black,Dog,1 year 3 months.,Male,Adoption,23/Feb/18,17/Mar/18,22.00
60458,Moving,Xeno,"Pomeranian/Schnauzer, Miniature","Brown, Black and White",Dog,25 weeks.,Male,Adoption,24/Feb/18,4/Mar/18,8.00
60459,Stray,Missy,Beagle,Tricolour,Dog,6 years 6 months.,Female,Reclaimed,,,
60462,Stray,Sugar Plum,Domestic Short Hair,Black and Brown,Cat,1 year 0 months.,Female,Adoption,,,
60463,Incompatible with owner lifestyle,Shoeless Jo,Beagle/Bully Breed Mix,Brown and White,Dog,2 years 3 months.,Female,Transfer,24/Feb/18,18/May/18,83.00
60464,Incompatible with owner lifestyle,Fuzzy Face,Domestic Medium Hair,Buff and white,Cat,5 years 0 months.,Male,Adoption,,,
60467,Stray,Tortie Baby,Domestic Short Hair,Tortie,Cat,25 weeks.,Female,Adoption,,,
60468,Stray,Sparky,Border Collie/Retriever,Black,Dog,1 year 6 months.,Male,Adoption,25/Feb/18,6/Mar/18,9.00
60468,Stray,Sparky,Border Collie/Retriever,Black,Dog,1 year 6 months.,Male,Reclaimed,,,
60469,Unsuitable Accommodation,March,Domestic Short Hair,Orange and White,Cat,6 weeks.,Female,Foster,,,
60469,Unsuitable Accommodation,March,Domestic Short Hair,Orange and White,Cat,6 weeks.,Female,Foster,,,
60470,Unsuitable Accommodation,June,Domestic Short Hair,Black and Brown,Cat,25 weeks.,Female,Adoption,,,
60471,Unsuitable Accommodation,Sansa,Domestic Short Hair,Orange and White,Cat,1 year 3 months.,Female,Foster,,,
60471,Unsuitable Accommodation,Sansa,Domestic Short Hair,Orange and White,Cat,1 year 3 months.,Female,Adoption,,,
60471,Unsuitable Accommodation,Sansa,Domestic Short Hair,Orange and White,Cat,1 year 3 months.,Female,Adoption,,,
60472,Unsuitable Accommodation,August,Domestic Short Hair,Orange and White,Cat,19 weeks.,Male,Foster,,,
60472,Unsuitable Accommodation,August,Domestic Short Hair,Orange and White,Cat,19 weeks.,Male,Foster,,,
60472,Unsuitable Accommodation,August,Domestic Short Hair,Orange and White,Cat,19 weeks.,Male,Adoption,,,
60473,Unsuitable Accommodation,January,Domestic Short Hair,Orange,Cat,2 years 3 months.,Female,Foster,,,
60473,Unsuitable Accommodation,January,Domestic Short Hair,Orange,Cat,2 years 3 months.,Female,Adoption,,,
60474,Unsuitable Accommodation,February,Domestic Short Hair,Tortie,Cat,1 year 9 months.,Female,Adoption,,,
60475,Unsuitable Accommodation,May,Domestic Short Hair,Orange and White,Cat,18 weeks.,Female,Foster,,,
60475,Unsuitable Accommodation,May,Domestic Short Hair,Orange and White,Cat,18 weeks.,Female,Foster,,,
60476,Unsuitable Accommodation,April,Domestic Short Hair,Orange and White,Cat,5 weeks.,Female,Foster,,,
60476,Unsuitable Accommodation,April,Domestic Short Hair,Orange and White,Cat,5 weeks.,Female,Foster,,,
60477,Unsuitable Accommodation,December,Domestic Short Hair,Orange,Cat,26 weeks.,Male,Foster,,,
60477,Unsuitable Accommodation,December,Domestic Short Hair,Orange,Cat,26 weeks.,Male,Adoption,,,
60478,Unsuitable Accommodation,November,Domestic Short Hair,Orange,Cat,26 weeks.,Male,Foster,,,
60478,Unsuitable Accommodation,November,Domestic Short Hair,Orange,Cat,26 weeks.,Male,Adoption,,,
60479,Unsuitable Accommodation,October,Domestic Short Hair,"Brown, Black and White",Cat,26 weeks.,Female,Foster,,,
60479,Unsuitable Accommodation,October,Domestic Short Hair,"Brown, Black and White",Cat,26 weeks.,Female,Adoption,,,
60480,Unsuitable Accommodation,September,Domestic Short Hair,Dilute tortoiseshell,Cat,26 weeks.,Female,Foster,,,
60480,Unsuitable Accommodation,September,Domestic Short Hair,Dilute tortoiseshell,Cat,26 weeks.,Female,Adoption,,,
60481,Stray,Stevie,Bully Breed Mix,Grey and White,Dog,1 year 5 months.,Male,Adoption,25/Feb/18,22/Feb/19,362.00
60481,Stray,Stevie,Bully Breed Mix,Grey and White,Dog,1 year 5 months.,Male,Adoption,25/Feb/18,13/Apr/18,47.00
60482,Incompatible with owner lifestyle,Ida,Domestic Short Hair,Calico,Cat,2 years 3 months.,Female,Adoption,,,
60483,Incompatible with owner lifestyle,Callie,Domestic Short Hair,Calico,Cat,3 years 9 months.,Female,Reclaimed,,,
60485,Stray,Moose,Mix,Tan and White,Dog,7 years 9 months.,Male,Reclaimed,,,
60486,Stray,Johnny be Good,Hound,Tricolour,Dog,1 year 3 months.,Male,Adoption,26/Feb/18,9/Mar/18,11.00
60487,Stray,Brinks,Chow Chow/Mix,Red,Dog,18 years 3 months.,Male,Reclaimed,,,
60488,Stray,Faith,Chihuahua,Black and White,Dog,2 years 9 months.,Female,Adoption,26/Feb/18,4/May/19,432.00
60488,Stray,Faith,Chihuahua,Black and White,Dog,2 years 9 months.,Female,Adoption,26/Feb/18,3/Mar/18,5.00
60490,Stray,Lucy,Shepherd/Mix,White and Brown,Dog,11 months.,Female,Reclaimed,,,
60492,Allergies,Pixie,Domestic Short Hair,Black and Brown,Cat,9 months.,Female,Adoption,,,
60493,Allergies,Lassie,Domestic Short Hair,White and Black,Cat,9 months.,Female,Adoption,,,
60494,Stray,Pearl,Bully Breed Mix,Tan,Dog,3 years 11 months.,Female,Adoption,26/Feb/18,12/Mar/18,14.00
60495,Marriage/Relationship split,Toby,Domestic Short Hair,Orange and White,Cat,4 years 9 months.,Male,Adoption,,,
60496,Marriage/Relationship split,Puff,Domestic Short Hair,Grey,Cat,1 year 1 month.,Male,Adoption,,,
60497,Incompatible with owner lifestyle,Daisy,Domestic Short Hair,Tortie,Cat,2 years 1 month.,Female,Adoption,,,
60498,Incompatible with owner lifestyle,Callie,Domestic Medium Hair,Tortie,Cat,1 year 9 months.,Female,Adoption,,,
60499,Litter relinquishment,Dewey,Domestic Medium Hair,Black,Cat,6 months.,Male,Adoption,,,
60500,Litter relinquishment,Hewey,Domestic Medium Hair,Orange,Cat,6 months.,Male,Adoption,,,
60501,Litter relinquishment,Louie,Domestic Long Hair,Orange,Cat,6 months.,Male,Adoption,,,
60502,Stray,Daryl,Spaniel/Mix,White and Black,Dog,4 years 4 months.,Male,Foster,27/Feb/18,17/Mar/18,18.00
60502,Stray,Daryl,Spaniel/Mix,White and Black,Dog,4 years 4 months.,Male,Adoption,27/Feb/18,20/Mar/18,21.00
60502,Stray,Daryl,Spaniel/Mix,White and Black,Dog,4 years 4 months.,Male,Foster,27/Feb/18,9/May/18,71.00
60502,Stray,Daryl,Spaniel/Mix,White and Black,Dog,4 years 4 months.,Male,Adoption,27/Feb/18,1/Jun/18,94.00
60503,Stray,Max,Domestic Long Hair,Black,Cat,24 weeks.,Male,Foster,,,
60503,Stray,Max,Domestic Long Hair,Black,Cat,24 weeks.,Male,Adoption,,,
60506,Stray,Willie,Beagle,Brown and Black,Dog,11 months.,Male,Adoption,27/Feb/18,14/Mar/18,15.00
60507,Stray,Mr. Nose Man,Bully Breed Mix,Brown,Dog,2 years 1 month.,Male,Adoption,27/Feb/18,23/Mar/18,24.00
60508,Unable to Afford,Midnight,Domestic Short Hair,Black,Cat,6 years 3 months.,Female,Adoption,,,
60509,Unable to Afford,Nina,Domestic Short Hair,Black and Brown,Cat,24 weeks.,Female,Adoption,,,
60510,Unable to Afford,Louie,Domestic Short Hair,Black and Brown,Cat,1 year 1 month.,Male,Adoption,,,
60510,Unable to Afford,Louie,Domestic Short Hair,Black and Brown,Cat,1 year 1 month.,Male,Adoption,,,
60510,Unable to Afford,Louie,Domestic Short Hair,Black and Brown,Cat,1 year 1 month.,Male,Adoption,,,
60510,Unable to Afford,Louie,Domestic Short Hair,Black and Brown,Cat,1 year 1 month.,Male,Reclaimed,,,
60511,Unable to Afford,Nolan,Domestic Short Hair,Black and Brown,Cat,24 weeks.,Male,Adoption,,,
60512,Police Assist,Chole,Yorkshire Terrier,Brown and Black,Dog,3 years 3 months.,Female,Reclaimed,,,
60513,Incompatible with owner lifestyle,Walker Bo,Domestic Medium Hair,Black,Cat,6 years 9 months.,Male,Adoption,,,
60514,Police Assist,Danger Fuzzy,Domestic Short Hair,Orange,Cat,6 months.,Male,Adoption,,,
60515,Police Assist,Mia,Bully Breed Mix,Grey,Dog,3 years 3 months.,Female,Reclaimed,,,
60517,Stray,Jordan,Domestic Short Hair,Orange and White,Cat,3 years 1 month.,Female,Adoption,,,
60521,Stray,Audre,Domestic Short Hair,Black,Cat,2 years 9 months.,Female,Adoption,,,
60522,Litter relinquishment,Arya,Labrador Retriever/Mix,Black,Dog,11 months.,Female,Adoption,27/Feb/18,10/Mar/18,11.00
60524,Litter relinquishment,Petyr,Labrador Retriever/Mix,Black,Dog,11 months.,Male,Adoption,27/Feb/18,24/Apr/18,56.00
60525,Litter relinquishment,Oberyn,Labrador Retriever/Mix,Black,Dog,11 months.,Male,Adoption,27/Feb/18,1/Jun/19,459.00
60526,Litter relinquishment,Tyrion,Labrador Retriever/Mix,Black,Dog,11 months.,Male,Adoption,27/Feb/18,11/Jun/19,469.00
60527,Litter relinquishment,Daenerys,Labrador Retriever/Mix,Black,Dog,11 months.,Female,Adoption,27/Feb/18,6/Mar/18,7.00
60528,Litter relinquishment,Jon Snow,Labrador Retriever/Mix,Black,Dog,11 months.,Male,Adoption,27/Feb/18,7/Mar/18,8.00
60532,Stray,Pablo Picasso,Domestic Short Hair,Grey and White,Cat,1 year 0 months.,Male,Foster,,,
60532,Stray,Pablo Picasso,Domestic Short Hair,Grey and White,Cat,1 year 0 months.,Male,Foster,,,
60532,Stray,Pablo Picasso,Domestic Short Hair,Grey and White,Cat,1 year 0 months.,Male,Adoption,,,
60533,Stray,Nibbler,Domestic Short Hair,Black,Cat,1 year 9 months.,Unknown,Transfer,,,
60535,Born in Shelter,HOPPY,Domestic Short Hair,Black,Cat,3 days.,Unknown,Foster,,,
60536,Born in Shelter,Excalibird,Domestic Short Hair,Black,Cat,2 days.,Unknown,Foster,,,
60537,Born in Shelter,Shorty,Domestic Short Hair,Black,Cat,1 day.,Unknown,Foster,,,
60538,Born in Shelter,SCOOBY,Domestic Short Hair,Black,Cat,1 day.,Unknown,Foster,,,
60539,Born in Shelter,Loogaroo,Domestic Short Hair,Black,Cat,3 days.,Unknown,Foster,,,
60540,Stray,Rico,Hound/Mix,Black and Tan,Dog,1 year 1 month.,Male,Adoption,27/Feb/18,27/Feb/18,#NUM!
60541,Stray,Paige,Domestic Short Hair,Tortie,Cat,2 years 9 months.,Female,Adoption,,,
60542,Stray,Molly,Rottweiler,Black and Tan,Dog,12 years 3 months.,Female,Reclaimed,,,
60544,Moving,Sebastian,Domestic Medium Hair,White,Cat,12 years 3 months.,Male,Transfer,,,
60545,Moving,Skeeter,Maine Coon,Orange,Cat,12 years 3 months.,Male,Transfer,,,
60546,Stray,Molly,Pug/Beagle,Black and Brown,Dog,2 years 3 months.,Female,Reclaimed,,,
60546,Stray,Molly,Pug/Beagle,Black and Brown,Dog,2 years 3 months.,Female,Adoption,27/Feb/18,28/Feb/18,1.00
